E(MeV)	"LU-176(N,TOT)"
4.81288E-05	15.4358
4.81490E-05	15.6891
4.81626E-05	15.905
4.81693E-05	16.0146
4.81896E-05	16.4104
4.82098E-05	16.8714
4.82301E-05	17.3979
4.82414E-05	17.7281
4.82504E-05	17.9948
4.82687E-05	18.5987
4.82864E-05	19.2437
4.82870E-05	19.2658
4.83053E-05	20.0078
4.83236E-05	20.8258
4.83314E-05	21.2105
4.83420E-05	21.7333
4.83603E-05	22.7401
4.83652E-05	23.0417
4.83786E-05	23.8616
4.83866E-05	24.406
4.83969E-05	25.1162
4.84132E-05	26.3602
4.84168E-05	26.6643
4.84296E-05	27.7457
4.84370E-05	28.4496
4.84459E-05	29.294
4.84572E-05	30.4937
4.84622E-05	31.0313
4.84723E-05	32.2363
4.84786E-05	32.9952
4.84873E-05	34.1741
4.84908E-05	34.6412
4.85024E-05	36.3656
4.85031E-05	36.4598
4.85153E-05	38.4809
4.85175E-05	38.8823
4.85275E-05	40.7327
4.85288E-05	40.99
4.85401E-05	43.3239
4.85495E-05	45.4862
4.85514E-05	45.9578
4.85590E-05	47.861
4.85627E-05	48.9011
4.85684E-05	50.4762
4.85740E-05	52.2015
4.85778E-05	53.3628
4.85841E-05	55.4874
4.85872E-05	56.5596
4.85935E-05	58.9181
4.85966E-05	60.1084
4.86029E-05	62.7314
4.86061E-05	64.0558
4.86123E-05	66.9787
4.86155E-05	68.4523
4.86186E-05	70.0809
4.86249E-05	73.3595
4.86312E-05	76.9863
4.86331E-05	78.0821
4.86375E-05	80.8644
4.86406E-05	82.8658
4.86438E-05	85.0374
4.86482E-05	88.0991
4.86500E-05	89.5231
4.86557E-05	93.8253
4.86563E-05	94.3441
4.86626E-05	99.5681
4.86632E-05	100.094
4.86689E-05	105.232
4.86708E-05	106.957
4.86752E-05	111.321
4.86783E-05	114.46
4.86807E-05	117.01
4.86858E-05	122.663
4.86877E-05	124.888
4.86934E-05	131.619
4.86948E-05	133.439
4.87009E-05	141.39
4.87019E-05	142.711
4.87085E-05	152.036
4.87089E-05	152.755
4.87160E-05	163.619
4.87231E-05	175.416
4.87235E-05	176.208
4.87301E-05	188.141
4.87311E-05	189.859
4.87372E-05	201.843
4.87386E-05	204.63
4.87443E-05	216.57
4.87461E-05	220.58
4.87513E-05	232.365
4.87537E-05	237.763
4.87591E-05	250.963
4.87612E-05	256.224
4.87672E-05	271.858
4.87688E-05	276.005
4.87753E-05	294.305
4.87763E-05	297.142
4.87834E-05	318.534
4.87863E-05	327.498
4.87915E-05	344.127
4.87939E-05	351.891
4.88007E-05	375.258
4.88039E-05	386.586
4.88082E-05	402.362
4.88150E-05	427.562
4.88157E-05	430.54
4.88270E-05	475.494
4.88371E-05	517.912
4.88381E-05	522.179
4.88471E-05	562.48
4.88532E-05	589.514
4.88622E-05	631.923
4.88733E-05	684.049
4.88773E-05	703.296
4.89084E-05	853.024
4.89225E-05	917.659
4.89235E-05	922.25
4.89376E-05	982.311
4.89386E-05	986.564
4.89527E-05	1040.2
4.89537E-05	1043.97
4.89637E-05	1077.4
4.89677E-05	1089.15
4.89738E-05	1106.41
4.89813E-05	1124.66
4.89838E-05	1130.58
4.89929E-05	1147.61
4.89939E-05	1149.44
4.90039E-05	1162.66
4.90049E-05	1163.39
4.90145E-05	1169.71
4.90167E-05	1171.04
4.90197E-05	1171.6
4.90240E-05	1170.99
4.90290E-05	1169.93
4.90368E-05	1164.34
4.90391E-05	1162.56
4.90474E-05	1151.79
4.90489E-05	1149.73
4.90602E-05	1127.89
4.90622E-05	1123.87
4.90703E-05	1103.54
4.90723E-05	1098.35
4.90803E-05	1074.25
4.90823E-05	1068.1
4.90954E-05	1022.21
4.90974E-05	1015.02
4.91105E-05	962.495
4.91125E-05	954.311
4.91255E-05	896.877
4.91275E-05	887.956
4.91456E-05	803.212
4.91577E-05	746.401
4.91828E-05	628.367
4.91959E-05	569.6
4.91979E-05	560.602
4.92110E-05	505.166
4.92130E-05	496.686
4.92243E-05	451.734
4.92254E-05	447.498
4.92356E-05	409.65
4.92386E-05	399.136
4.92461E-05	373.067
4.92518E-05	354.717
4.92552E-05	343.794
4.92609E-05	326.509
4.92642E-05	316.513
4.92703E-05	299.404
4.92733E-05	291.178
4.92797E-05	274.38
4.92823E-05	267.75
4.92891E-05	251.38
4.92913E-05	246.169
4.92986E-05	230.306
4.93001E-05	226.889
4.93080E-05	211.086
4.93089E-05	209.208
4.93174E-05	193.612
4.93177E-05	193.04
4.93265E-05	178.301
4.93268E-05	177.812
4.93331E-05	168.147
4.93378E-05	161.35
4.93397E-05	158.664
4.93463E-05	149.857
4.93473E-05	148.68
4.93529E-05	141.694
4.93567E-05	137.385
4.93617E-05	131.707
4.93661E-05	127.108
4.93680E-05	125.16
4.93755E-05	117.974
4.93774E-05	116.198
4.93849E-05	109.757
4.93868E-05	108.166
4.93944E-05	102.395
4.93962E-05	100.973
4.94057E-05	94.524
4.94069E-05	93.7433
4.94151E-05	88.7553
4.94195E-05	86.3159
4.94245E-05	83.5743
4.94320E-05	79.8371
4.94339E-05	78.9178
4.94434E-05	74.7377
4.94446E-05	74.2296
4.94528E-05	70.9827
4.94572E-05	69.3871
4.94622E-05	67.5933
4.94697E-05	65.156
4.94735E-05	63.9565
4.94823E-05	61.4399
4.94848E-05	60.7342
4.94961E-05	57.8743
4.95011E-05	56.7257
4.95074E-05	55.323
4.95187E-05	53.0399
4.95200E-05	52.8099
4.95300E-05	51.0064
4.95326E-05	50.5911
4.95376E-05	49.7761
4.95527E-05	47.5609
4.95527E-05	47.554
4.95677E-05	45.6679
4.95729E-05	45.1071
4.95828E-05	44.046
4.95930E-05	43.1039
4.95970E-05	42.7493
4.96111E-05	41.665
4.96232E-05	40.8917
4.96253E-05	40.766
4.96394E-05	40.0748
4.96535E-05	39.5724
4.96536E-05	39.5676
4.96625E-05	39.3638
4.96749E-05	39.212
4.96837E-05	39.2324
4.96890E-05	39.2535
4.97023E-05	39.5288
4.97148E-05	40.007
4.97193E-05	40.2664
4.97273E-05	40.7388
4.97366E-05	41.4712
4.97448E-05	42.2624
4.97460E-05	42.3761
4.97553E-05	43.4823
4.97647E-05	44.7975
4.97704E-05	45.7325
4.97740E-05	46.3501
4.97834E-05	48.1673
4.97895E-05	49.5334
4.97928E-05	50.2712
4.98017E-05	52.5744
4.98075E-05	54.2681
4.98104E-05	55.1215
4.98191E-05	57.9953
4.98249E-05	60.1364
4.98278E-05	61.215
4.98365E-05	64.8128
4.98423E-05	67.4684
4.98452E-05	68.8052
4.98539E-05	73.224
4.98568E-05	74.8402
4.98597E-05	76.4619
4.98626E-05	78.0888
4.98713E-05	83.4178
4.98800E-05	89.2385
4.98829E-05	91.3377
4.98887E-05	95.5556
4.98940E-05	99.7676
4.98994E-05	103.998
4.99047E-05	108.596
4.99100E-05	113.213
4.99154E-05	118.192
4.99207E-05	123.193
4.99260E-05	128.542
4.99314E-05	133.914
4.99374E-05	140.38
4.99434E-05	146.867
4.99555E-05	160.63
4.99648E-05	171.839
4.99741E-05	183.083
4.99880E-05	200.637
5.00019E-05	218.263
5.00168E-05	237.134
5.00205E-05	241.867
5.00335E-05	257.441
5.00390E-05	264.134
5.00530E-05	279.435
5.00669E-05	293.055
5.00808E-05	304.615
5.00854E-05	307.671
5.00947E-05	313.747
5.01040E-05	318.36
5.01049E-05	318.691
5.01142E-05	321.946
5.01207E-05	323.133
5.01265E-05	324.146
5.01294E-05	324.325
5.01365E-05	323.913
5.01421E-05	323.545
5.01509E-05	321.447
5.01523E-05	321.105
5.01625E-05	317.078
5.01634E-05	316.558
5.01764E-05	309.171
5.01773E-05	308.481
5.01903E-05	298.713
5.01913E-05	297.874
5.02042E-05	286.027
5.02052E-05	285.065
5.02182E-05	271.49
5.02191E-05	270.42
5.02330E-05	254.268
5.02367E-05	249.935
5.02469E-05	237.177
5.02646E-05	215.019
5.02655E-05	213.852
5.02841E-05	190.39
5.02924E-05	179.789
5.03096E-05	159.088
5.03138E-05	154.338
5.03226E-05	144.29
5.03353E-05	130.635
5.03444E-05	121.535
5.03534E-05	112.94
5.03620E-05	105.276
5.03625E-05	104.862
5.03715E-05	97.3245
5.03806E-05	90.302
5.03852E-05	86.9428
5.03884E-05	84.6433
5.03963E-05	79.3684
5.04041E-05	74.4509
5.04084E-05	71.9099
5.04119E-05	69.8898
5.04197E-05	65.6728
5.04276E-05	61.768
5.04316E-05	59.8962
5.04354E-05	58.1721
5.04432E-05	54.8686
5.04511E-05	51.8247
5.04548E-05	50.4756
5.04589E-05	49.0357
5.04676E-05	46.2127
5.04740E-05	44.311
5.04746E-05	44.1397
5.04815E-05	42.2345
5.04885E-05	40.4692
5.04931E-05	39.3786
5.04954E-05	38.8395
5.05024E-05	37.3418
5.05129E-05	35.2983
5.05187E-05	34.284
5.05233E-05	33.4846
5.05337E-05	31.877
5.05442E-05	30.4364
5.05442E-05	30.4364
5.05546E-05	29.163
5.05651E-05	28.0165
5.05680E-05	27.7288
5.05755E-05	26.9947
5.05863E-05	26.0416
5.05972E-05	25.1783
5.06010E-05	24.8987
5.06080E-05	24.4044
5.06243E-05	23.3772
5.06341E-05	22.8307
5.06405E-05	22.4824
5.06568E-05	21.7019
5.06672E-05	21.2565
5.06730E-05	21.0123
5.06893E-05	20.4048
5.07055E-05	19.8574
5.07112E-05	19.6851
5.07272E-05	19.2208
5.07488E-05	18.6657
5.07540E-05	18.5483
5.07699E-05	18.201
5.07909E-05	17.7936
5.08120E-05	17.4338
5.08162E-05	17.3699
5.08330E-05	17.1299
5.08541E-05	16.8701
5.08751E-05	16.6504
5.08962E-05	16.4712
5.08992E-05	16.4524
5.09217E-05	16.3228
5.09443E-05	16.2516
5.09691E-05	16.2467
5.09758E-05	16.2656
5.09848E-05	16.2941
5.10006E-05	16.3864
5.10164E-05	16.5272
5.10322E-05	16.7228
5.10480E-05	16.9803
5.10637E-05	17.3069
5.10795E-05	17.7093
5.10930E-05	18.1267
5.10962E-05	18.2255
5.11129E-05	18.8446
5.11296E-05	19.5632
5.11462E-05	20.3802
5.11665E-05	21.4978
5.11679E-05	21.5807
5.11913E-05	23.0314
5.12310E-05	25.6649
5.12544E-05	27.2352
5.12725E-05	28.349
5.12905E-05	29.3437
5.13031E-05	29.93
5.13085E-05	30.1822
5.13243E-05	30.7649
5.13401E-05	31.19
5.13572E-05	31.4654
5.13746E-05	31.5491
5.13784E-05	31.5423
5.13951E-05	31.4137
5.14077E-05	31.2053
5.14131E-05	31.1128
5.14402E-05	30.427
5.14618E-05	29.7866
5.14852E-05	29.0786
5.15033E-05	28.6147
5.15159E-05	28.3797
5.15240E-05	28.2244
5.15407E-05	28.06
5.15535E-05	28.0473
5.15664E-05	28.1467
5.15807E-05	28.4041
5.15951E-05	28.8303
5.16095E-05	29.4405
5.16238E-05	30.2511
5.16382E-05	31.2808
5.16500E-05	32.3067
5.16503E-05	32.3431
5.16605E-05	33.3752
5.16710E-05	34.5964
5.16816E-05	35.9833
5.16822E-05	36.0766
5.16921E-05	37.5592
5.17026E-05	39.3341
5.17131E-05	41.327
5.17140E-05	41.5165
5.17237E-05	43.5712
5.17342E-05	46.0808
5.17379E-05	47.0719
5.17447E-05	48.888
5.17459E-05	49.233
5.17553E-05	52.0274
5.17618E-05	54.2106
5.17665E-05	55.7768
5.17777E-05	59.9775
5.17890E-05	64.6813
5.17909E-05	65.5534
5.18002E-05	69.9305
5.18040E-05	71.8726
5.18115E-05	75.7721
5.18171E-05	78.9629
5.18197E-05	80.4582
5.18287E-05	85.9835
5.18302E-05	86.9771
5.18377E-05	91.9637
5.18414E-05	94.6466
5.18467E-05	98.416
5.18527E-05	103.025
5.18549E-05	104.759
5.18639E-05	112.223
5.18662E-05	114.096
5.18752E-05	122.206
5.18774E-05	124.24
5.18864E-05	132.983
5.18879E-05	134.446
5.18978E-05	144.762
5.18980E-05	144.957
5.19074E-05	155.391
5.19119E-05	160.414
5.19170E-05	166.473
5.19269E-05	178.401
5.19276E-05	179.357
5.19389E-05	193.736
5.19419E-05	197.582
5.19501E-05	208.7
5.19606E-05	222.891
5.19614E-05	223.939
5.19726E-05	239.699
5.19876E-05	260.768
5.20026E-05	281.893
5.20056E-05	286.127
5.20251E-05	312.319
5.20281E-05	316.352
5.20431E-05	334.88
5.20580E-05	351.543
5.20670E-05	360.151
5.20730E-05	365.867
5.20843E-05	374.822
5.20850E-05	375.303
5.20963E-05	382.478
5.20985E-05	383.53
5.21083E-05	388.038
5.21135E-05	389.558
5.21195E-05	391.252
5.21296E-05	392.458
5.21300E-05	392.434
5.21420E-05	391.698
5.21457E-05	390.792
5.21532E-05	388.914
5.21615E-05	385.391
5.21660E-05	383.426
5.21750E-05	378.122
5.21783E-05	375.607
5.21900E-05	366.841
5.21915E-05	365.449
5.21990E-05	358.442
5.22049E-05	352.799
5.22139E-05	343.014
5.22199E-05	336.444
5.22289E-05	325.544
5.22349E-05	318.234
5.22439E-05	306.382
5.22574E-05	288.521
5.22589E-05	286.459
5.22814E-05	255.392
5.23024E-05	226.284
5.23039E-05	224.292
5.23211E-05	201.327
5.23361E-05	182.405
5.23511E-05	164.629
5.23623E-05	152.132
5.23638E-05	150.566
5.23736E-05	140.411
5.23848E-05	129.465
5.23938E-05	121.327
5.23961E-05	119.301
5.24073E-05	109.931
5.24148E-05	104.1
5.24163E-05	103.011
5.24253E-05	96.503
5.24350E-05	90.0141
5.24358E-05	89.5174
5.24463E-05	83.136
5.24568E-05	77.2929
5.24575E-05	76.9102
5.24665E-05	72.346
5.24757E-05	68.067
5.24763E-05	67.8067
5.24860E-05	63.6676
5.24957E-05	59.8739
5.24965E-05	59.6064
5.25055E-05	56.4221
5.25152E-05	53.2626
5.25173E-05	52.6502
5.25250E-05	50.3864
5.25347E-05	47.7559
5.25381E-05	46.9262
5.25460E-05	45.0095
5.25572E-05	42.53
5.25658E-05	40.8053
5.25684E-05	40.286
5.25797E-05	38.2643
5.25891E-05	36.7301
5.25909E-05	36.4266
5.26022E-05	34.7653
5.26134E-05	33.2456
5.26172E-05	32.7808
5.26247E-05	31.863
5.26396E-05	30.1981
5.26453E-05	29.6372
5.26546E-05	28.7139
5.26687E-05	27.4608
5.26734E-05	27.0799
5.26827E-05	26.3288
5.26968E-05	25.2982
5.27108E-05	24.3516
5.27296E-05	23.2228
5.27483E-05	22.2052
5.27521E-05	22.0206
5.27671E-05	21.2958
5.27858E-05	20.4712
5.27970E-05	20.0189
5.28045E-05	19.7236
5.28284E-05	18.8707
5.28523E-05	18.1025
5.28645E-05	17.7476
5.28762E-05	17.4138
5.29001E-05	16.7948
5.29095E-05	16.5731
5.29240E-05	16.2368
5.29479E-05	15.7302
5.29797E-05	15.1177
5.29863E-05	15.0043
5.30116E-05	14.5789
5.30434E-05	14.0957
5.30631E-05	13.8275
5.30809E-05	13.5921
5.31025E-05	13.3318
5.31455E-05	12.8576
5.31783E-05	12.5378
5.31886E-05	12.4409
5.32317E-05	12.0816
5.32748E-05	11.7615
5.33104E-05	11.5252
5.33179E-05	11.4771
5.33610E-05	11.2305
5.34041E-05	11.015
5.34205E-05	10.9359
5.34697E-05	10.7318
5.35353E-05	10.5008
5.35915E-05	10.3391
5.36009E-05	10.3136
5.36664E-05	10.1739
5.37320E-05	10.0699
5.37976E-05	9.9999
5.38538E-05	9.9685
5.38632E-05	9.9642
5.39288E-05	9.96773
5.39943E-05	10.0059
5.40599E-05	10.0805
5.41255E-05	10.1942
5.41911E-05	10.3509
5.42308E-05	10.4723
5.42464E-05	10.5213
5.43017E-05	10.7325
5.43570E-05	10.9851
5.44122E-05	11.2844
5.44602E-05	11.5897
5.44675E-05	11.6375
5.45228E-05	12.0575
5.45643E-05	12.418
5.45749E-05	12.5212
5.46058E-05	12.8273
5.46481E-05	13.2999
5.46517E-05	13.3415
5.46883E-05	13.8067
5.47212E-05	14.2703
5.47249E-05	14.3227
5.47615E-05	14.9019
5.47761E-05	15.159
5.47981E-05	15.5503
5.48310E-05	16.202
5.48347E-05	16.2757
5.48713E-05	17.0947
5.48859E-05	17.4599
5.49042E-05	17.9218
5.49079E-05	18.0152
5.49399E-05	18.9206
5.49408E-05	18.949
5.49673E-05	19.7836
5.49820E-05	20.2856
5.49948E-05	20.7311
5.50094E-05	21.2871
5.50222E-05	21.7797
5.50368E-05	22.3956
5.50497E-05	22.9417
5.50643E-05	23.6259
5.50771E-05	24.2332
5.50917E-05	24.9958
5.51045E-05	25.6733
5.51192E-05	26.5264
5.51320E-05	27.2833
5.51398E-05	27.7867
5.51547E-05	28.7641
5.51603E-05	29.1723
5.51779E-05	30.4514
5.51816E-05	30.7212
5.51955E-05	31.8584
5.52085E-05	32.934
5.52130E-05	33.3482
5.52264E-05	34.573
5.52306E-05	34.9886
5.52443E-05	36.3619
5.52482E-05	36.7769
5.52623E-05	38.3198
5.52657E-05	38.7317
5.52802E-05	40.4692
5.52833E-05	40.8731
5.52965E-05	42.6066
5.53082E-05	44.3111
5.53184E-05	45.8219
5.53228E-05	46.529
5.53331E-05	48.2032
5.53374E-05	48.9753
5.53477E-05	50.8051
5.53521E-05	51.6511
5.53623E-05	53.653
5.53631E-05	53.8077
5.53740E-05	56.1575
5.53770E-05	56.7928
5.53850E-05	58.6874
5.53916E-05	60.2595
5.53960E-05	61.4001
5.54062E-05	64.1001
5.54070E-05	64.3108
5.54179E-05	67.5183
5.54209E-05	68.3884
5.54297E-05	71.2479
5.54355E-05	73.1844
5.54384E-05	74.2499
5.54472E-05	77.49
5.54501E-05	78.5862
5.54560E-05	80.9762
5.54611E-05	83.0989
5.54648E-05	84.7366
5.54721E-05	88.0625
5.54736E-05	88.7829
5.54824E-05	93.1727
5.54831E-05	93.5449
5.54911E-05	97.9835
5.54941E-05	99.6259
5.54999E-05	103.197
5.55050E-05	106.377
5.55087E-05	108.851
5.55160E-05	113.883
5.55233E-05	119.386
5.55248E-05	120.572
5.55336E-05	127.821
5.55343E-05	128.436
5.55402E-05	133.753
5.55425E-05	135.946
5.55468E-05	140.1
5.55508E-05	144.133
5.55533E-05	146.884
5.55590E-05	153.066
5.55599E-05	154.135
5.55665E-05	161.949
5.55672E-05	162.831
5.55731E-05	170.395
5.55755E-05	173.517
5.55797E-05	179.439
5.55837E-05	185.191
5.55859E-05	188.556
5.55919E-05	197.968
5.55940E-05	201.333
5.56002E-05	211.935
5.56020E-05	215.278
5.56084E-05	227.205
5.56101E-05	230.466
5.56148E-05	240.07
5.56181E-05	247.111
5.56221E-05	255.883
5.56262E-05	265.2
5.56295E-05	272.972
5.56342E-05	284.885
5.56368E-05	291.424
5.56423E-05	306.281
5.56441E-05	311.325
5.56496E-05	327.352
5.56514E-05	332.782
5.56562E-05	347.722
5.56587E-05	355.889
5.56627E-05	369.457
5.56660E-05	380.724
5.56693E-05	392.738
5.56759E-05	417.116
5.56760E-05	417.391
5.56825E-05	443.61
5.56854E-05	455.562
5.56891E-05	471.51
5.56949E-05	497.054
5.56957E-05	500.842
5.57043E-05	542.105
5.57045E-05	543.219
5.57129E-05	586.26
5.57138E-05	590.865
5.57212E-05	632.423
5.57244E-05	650.628
5.57296E-05	681.217
5.57332E-05	703.386
5.57379E-05	733.107
5.57420E-05	759.477
5.57464E-05	789.283
5.57552E-05	849.692
5.57669E-05	935.998
5.57786E-05	1027.63
5.57903E-05	1124.89
5.57962E-05	1174.08
5.58020E-05	1225.31
5.58137E-05	1328.9
5.58196E-05	1381.81
5.58606E-05	1755.44
5.58723E-05	1857.75
5.58781E-05	1908.17
5.58898E-05	2002.49
5.58957E-05	2048.61
5.59074E-05	2133.44
5.59074E-05	2133.44
5.59191E-05	2208.71
5.59308E-05	2273.46
5.59414E-05	2321.34
5.59425E-05	2326.4
5.59519E-05	2359.15
5.59539E-05	2365.82
5.59636E-05	2389.53
5.59743E-05	2404.06
5.59775E-05	2406.42
5.59795E-05	2407.34
5.59875E-05	2405.02
5.59917E-05	2403.06
5.59929E-05	2402.29
5.60034E-05	2385.02
5.60046E-05	2382.76
5.60157E-05	2351.49
5.60163E-05	2349.69
5.60257E-05	2313.09
5.60280E-05	2303.39
5.60374E-05	2257.29
5.60397E-05	2245.22
5.60491E-05	2190.34
5.60514E-05	2176.12
5.60608E-05	2113.48
5.60631E-05	2097.29
5.60784E-05	1982.42
5.60807E-05	1964.25
5.60959E-05	1837.66
5.60983E-05	1817.81
5.61193E-05	1631.22
5.61510E-05	1349.18
5.61603E-05	1268.15
5.61685E-05	1197.9
5.61779E-05	1120.51
5.61802E-05	1101.42
5.61919E-05	1009.48
5.61955E-05	983.146
5.62048E-05	914.12
5.62116E-05	866.937
5.62154E-05	840.747
5.62247E-05	779.437
5.62259E-05	771.912
5.62347E-05	718.234
5.62379E-05	699.471
5.62435E-05	667.719
5.62505E-05	629.594
5.62522E-05	620.262
5.62610E-05	576.031
5.62628E-05	567.658
5.62698E-05	534.931
5.62751E-05	511.643
5.62771E-05	502.766
5.62833E-05	477.546
5.62859E-05	466.914
5.62915E-05	445.8
5.62947E-05	433.783
5.62997E-05	416.34
5.63035E-05	403.286
5.63115E-05	377.389
5.63123E-05	375.093
5.63210E-05	349.298
5.63225E-05	345.273
5.63298E-05	325.66
5.63335E-05	316.487
5.63386E-05	303.978
5.63445E-05	290.546
5.63459E-05	287.274
5.63547E-05	268.844
5.63554E-05	267.409
5.63635E-05	252.053
5.63664E-05	246.838
5.63723E-05	236.689
5.63774E-05	228.398
5.63810E-05	222.634
5.63884E-05	211.873
5.63898E-05	209.777
5.63986E-05	198.038
5.63993E-05	197.123
5.64074E-05	187.333
5.64103E-05	184.001
5.64162E-05	177.518
5.64213E-05	172.205
5.64250E-05	168.51
5.64323E-05	161.585
5.64337E-05	160.241
5.64440E-05	151.464
5.64469E-05	149.134
5.64550E-05	142.951
5.64615E-05	138.258
5.64659E-05	135.232
5.64762E-05	128.671
5.64769E-05	128.217
5.64879E-05	121.878
5.64908E-05	120.297
5.64989E-05	116.089
5.65055E-05	112.864
5.65098E-05	110.779
5.65201E-05	106.213
5.65208E-05	105.896
5.65318E-05	101.426
5.65347E-05	100.312
5.65464E-05	95.9936
5.65523E-05	93.9762
5.65585E-05	91.9062
5.65728E-05	87.4541
5.65871E-05	83.4351
5.65933E-05	81.7905
5.66013E-05	79.7338
5.66138E-05	76.7719
5.66204E-05	75.2534
5.66343E-05	72.286
5.66394E-05	71.233
5.66584E-05	67.6004
5.66650E-05	66.426
5.66774E-05	64.3046
5.66957E-05	61.3852
5.66965E-05	61.2727
5.67173E-05	58.2748
5.67210E-05	57.7835
5.67400E-05	55.3206
5.67510E-05	53.9938
5.67627E-05	52.6305
5.67810E-05	50.6365
5.67854E-05	50.1745
5.68081E-05	47.9353
5.68110E-05	47.6631
5.68308E-05	45.9037
5.68534E-05	43.9983
5.68560E-05	43.7947
5.68761E-05	42.2732
5.69010E-05	40.4982
5.69021E-05	40.4234
5.69314E-05	38.553
5.69460E-05	37.6757
5.69607E-05	36.8405
5.69899E-05	35.2716
5.70009E-05	34.7167
5.70192E-05	33.8389
5.70485E-05	32.5134
5.70558E-05	32.1995
5.70778E-05	31.304
5.71070E-05	30.1723
5.71107E-05	30.0383
5.71405E-05	28.9963
5.71656E-05	28.1742
5.71783E-05	27.774
5.72161E-05	26.6598
5.72205E-05	26.5379
5.72538E-05	25.6518
5.72826E-05	24.9314
5.72916E-05	24.7144
5.73264E-05	23.9222
5.73294E-05	23.8583
5.73671E-05	23.0823
5.74049E-05	22.3463
5.74141E-05	22.1766
5.74511E-05	21.5359
5.75018E-05	20.7159
5.75058E-05	20.655
5.75604E-05	19.8787
5.75895E-05	19.4947
5.76151E-05	19.1748
5.76698E-05	18.5413
5.76823E-05	18.4069
5.77244E-05	17.9797
5.77751E-05	17.5088
5.77791E-05	17.4738
5.78201E-05	17.147
5.78611E-05	16.849
5.78973E-05	16.6128
5.79142E-05	16.5163
5.79335E-05	16.4166
5.79516E-05	16.3363
5.79787E-05	16.2366
5.80059E-05	16.1678
5.80280E-05	16.1413
5.80500E-05	16.149
5.80721E-05	16.2013
5.80868E-05	16.2674
5.81015E-05	16.3645
5.81145E-05	16.4832
5.81162E-05	16.4991
5.81281E-05	16.6428
5.81417E-05	16.8479
5.81553E-05	17.1039
5.81688E-05	17.419
5.81779E-05	17.6663
5.81869E-05	17.9468
5.81960E-05	18.2633
5.82051E-05	18.6192
5.82141E-05	19.0173
5.82232E-05	19.461
5.82322E-05	19.9532
5.82413E-05	20.497
5.82503E-05	21.0953
5.82594E-05	21.7563
5.82684E-05	22.4766
5.82810E-05	23.5774
5.82935E-05	24.799
5.83061E-05	26.1423
5.83080E-05	26.3664
5.83187E-05	27.6154
5.83312E-05	29.2049
5.83422E-05	30.6809
5.83558E-05	32.6063
5.83589E-05	33.0806
5.83761E-05	35.6765
5.84042E-05	40.0586
5.84169E-05	42.0479
5.84178E-05	42.1841
5.84350E-05	44.7852
5.84531E-05	47.3088
5.84667E-05	48.9991
5.84676E-05	49.0972
5.84803E-05	50.48
5.84938E-05	51.7057
5.85074E-05	52.6442
5.85210E-05	53.2711
5.85346E-05	53.5697
5.85391E-05	53.5947
5.85500E-05	53.5019
5.85590E-05	53.2609
5.85726E-05	52.6279
5.85798E-05	52.1249
5.85862E-05	51.6791
5.85997E-05	50.439
5.86070E-05	49.6425
5.86133E-05	48.9392
5.86269E-05	47.2159
5.86450E-05	44.653
5.86523E-05	43.5441
5.86631E-05	41.8667
5.86975E-05	36.3525
5.87084E-05	34.6001
5.87242E-05	32.1412
5.87378E-05	30.1308
5.87428E-05	29.4371
5.87530E-05	28.0117
5.87655E-05	26.3733
5.87781E-05	24.8515
5.87906E-05	23.4499
5.88032E-05	22.1696
5.88116E-05	21.3826
5.88206E-05	20.5903
5.88297E-05	19.8569
5.88387E-05	19.1803
5.88478E-05	18.5578
5.88568E-05	17.9867
5.88659E-05	17.464
5.88749E-05	16.9867
5.88840E-05	16.5517
5.88930E-05	16.1558
5.89021E-05	15.796
5.89044E-05	15.7143
5.89112E-05	15.4724
5.89202E-05	15.1802
5.89338E-05	14.7931
5.89474E-05	14.4599
5.89611E-05	14.17
5.89752E-05	13.9154
5.89893E-05	13.6972
5.90033E-05	13.51
5.90134E-05	13.398
5.90221E-05	13.3036
5.90409E-05	13.1388
5.90596E-05	13.0066
5.90784E-05	12.9026
5.90972E-05	12.8243
5.91065E-05	12.7942
5.91291E-05	12.7467
5.91517E-05	12.7359
5.91686E-05	12.7545
5.91855E-05	12.7992
5.92024E-05	12.8741
5.92194E-05	12.9844
5.92363E-05	13.1366
5.92476E-05	13.2651
5.92588E-05	13.418
5.92690E-05	13.5802
5.92701E-05	13.5982
5.92814E-05	13.808
5.92938E-05	14.0774
5.93073E-05	14.4222
5.93175E-05	14.7187
5.93277E-05	15.0503
5.93378E-05	15.4192
5.93480E-05	15.8271
5.93547E-05	16.1216
5.93683E-05	16.7666
5.93818E-05	17.4879
5.93863E-05	17.754
5.93953E-05	18.2924
5.94109E-05	19.3144
5.94265E-05	20.4304
5.94427E-05	21.6837
5.94459E-05	21.9422
5.94603E-05	23.1384
5.94946E-05	26.0956
5.95145E-05	27.8242
5.95172E-05	28.046
5.95325E-05	29.3151
5.95506E-05	30.6744
5.95641E-05	31.5748
5.95668E-05	31.73
5.95777E-05	32.3588
5.95912E-05	33.0029
5.96047E-05	33.4905
5.96192E-05	33.8266
5.96326E-05	33.9626
5.96344E-05	33.968
5.96471E-05	33.9169
5.96589E-05	33.7366
5.96724E-05	33.3769
5.96769E-05	33.2067
5.96860E-05	32.8588
5.96950E-05	32.4349
5.97130E-05	31.4293
5.97221E-05	30.8422
5.97311E-05	30.245
5.97582E-05	28.2542
5.97672E-05	27.5673
5.97943E-05	25.4759
5.98123E-05	24.1584
